freelancer_id,name,email,country,primary_skill,hourly_rate_usd,years_experience,join_date,rating_avg,total_earnings_usd,profile_complete,verified
FL00230,Fatima Johansson,fatima.johansson99@yahoo.com,,Python,120,2,2018-10-24,4.5,115314,yes,True
FL00231,Amara Johansson,,Germany,WordPress,25,2,2022-03-20,4.2,,yes,false
FL00232,Aarav Ahmed,aarav.ahmed13@yahoo.com,Canada,DevOps,100,4,2022-02-04,3.8,105884,1,1
FL00233,Ali Sharma,ali.sharma22@outlook.com,Ukraine,PHP,25,5,2016-05-09,,23867,no,true
FL00234,Deepak Brown,deepak.brown23@outlook.com,Australia,Graphic Design,60,6,2020-11-12,3.9,139488,no,true
FL00235,Sarah Kumar,sarah.kumar61@yahoo.com,Brazil,Video Editing,25,6,2017-03-04,4.8,46607,Yes,false
FL00236,Zara Williams,zara.williams15@yahoo.com,USA,DevOps,25,10,2023-05-19,4.2,119773,YES,False
FL00237,Ali Khan,ali.khan18@gmail.com,Bangladesh,Flutter,40,6,2015-05-12,4.6,23168,no,false
FL00238,Aarav Petrov,aarav.petrov56@outlook.com,Bangladesh,WordPress,60,8,2023-04-04,5,112094,No,0
FL00239,Sergiy Petrov,,Canada,Copywriting,25,0,2017-06-11,3.9,122212,Yes,0
FL00240,Zara Brown,zara.brown27@outlook.com,Mexico,Machine Learning,40,9,2022-10-30,3.7,96332,1,1
FL00241,Michael Johansson,michael.johansson97@outlook.com,Brazil,Machine Learning,25,10,2016-04-10,3.6,32667,no,0
FL00242,Emily Yamamoto,emily.yamamoto37@gmail.com,Mexico,Data Analysis,60,2,2015-12-24,4.4,35110,No,false
FL00243,Kofi Rossi,kofi.rossi84@outlook.com,India,Data Analysis,25,7,2022-03-25,4.1,76035,Yes,False
FL00244,James Ahmed,james.ahmed20@gmail.com,CANADA,React,100,,2022-12-10,3.7,98257,yes,1
FL00245,HASSAN NGUYEN,hassan.nguyen65@yahoo.com,Mexico,Python,50,4,2016-10-01,4.4,126062,yes,0
FL00246,Hassan Müller,hassan.müller25@outlook.com,Philippines,Python,50,7,2016-01-14,3.8,129072,no,1
FL00247,FATIMA OKAFOR,fatima.okafor40@yahoo.com,Mexico,Flutter,40,13,2019-03-08,3.1,23064,YES,false
FL00248,Ravi Singh,ravi.singh23@outlook.com,Brazil,UI/UX Design,15,12,2019-08-05,4.5,130025,No,False
FL00249,Sunita Garcia,,India,React,30,15,2019-09-05,3.5,98332,no,True
FL00250,Bjorn Khan,bjorn.khan54@outlook.com,Pakistan,WordPress,12,14,2019-01-03,2.8,143030,YES,0
FL00251,,carlos.mbeki67@yahoo.com,Philippines,Flutter,150,3,2018-12-11,3.3,139985,1,True
FL00252,Juan Müller,juan.müller57@outlook.com,Mexico,JavaScript,15,0,2018-06-30,3.4,55508,Yes,false
FL00253,Yuki Petrov,yuki.petrov85@outlook.com,Australia,JavaScript,,15,2015-06-24,3.7,8170,0,0
FL00254,Maria Mbeki,maria.mbeki2@outlook.com,Nigeria,UI/UX Design,40,7,2015-10-07,3.8,96566,yes,false
FL00255,Emily Rossi,emily.rossi41@gmail.com,USA,React,40,13,2017-07-21,3.2,116880,No,true
FL00256,NATASHA MÜLLER,natasha.müller87@gmail.com,UK,Node.js,15,15,2017-01-04,4.2,95844,YES,False
FL00257,Sarah Mbeki,sarah.mbeki83@yahoo.com,UK,JavaScript,25,15,2021-08-28,,14354,No,0
FL00258,David Hassan,david.hassan97@outlook.com,Pakistan,SEO,100,4,2021-12-27,5,8783,Yes,false
FL00259,James Johansson,james.johansson91@gmail.com,Vietnam,SEO,60,1,2022-05-24,3.0,103099,no,false
FL00260,Sofia Kumar,,Ukraine,Graphic Design,30,0,2016-06-09,4.1,22766,Yes,true
FL00261,Natasha Petrov,natasha.petrov3@outlook.com,PAKISTAN,Python,75,14,2021-05-15,3.1,44180,YES,false
FL00262,David Brown,david.brown29@outlook.com,Egypt,PHP,15,6,2015-07-14,4.0,79627,YES,false
FL00263,Natasha Johansson,natasha.johansson67@gmail.com,Ukraine,Node.js,50,14,2017-01-09,3.4,137409,No,False
FL00264,Ali Sharma,ali.sharma37@outlook.com,Germany,Flutter,,13,2022-02-09,4.3,111129,Yes,False
FL00265,Natasha Johansson,natasha.johansson93@yahoo.com,Pakistan,Python,30,8,2016-12-21,4.4,37347,no,0
FL00266,Juan Sharma,juan.sharma41@yahoo.com,USA,Video Editing,120,8,2017-09-02,3.7,15160,YES,0
FL00267,Sarah Khan,sarah.khan40@gmail.com,,Video Editing,50,7,2019-01-26,3.5,32495,yes,false
FL00268,David Williams,david.williams99@outlook.com,MEXICO,SEO,30,7,2016-10-18,4.5,26818,1,true
FL00269,Hassan Singh,hassan.singh81@yahoo.com,Ukraine,SEO,100,10,2023-07-19,4.4,108061,YES,false
FL00270,Amara Garcia,amara.garcia51@yahoo.com,Germany,React,30,10,2017-03-24,3.3,,no,false
FL00271,Aarav Rossi,aarav.rossi87@yahoo.com,Pakistan,JavaScript,40,3,2019-11-18,2.7,50140,No,False
FL00272,Fatima Mbeki,fatima.mbeki61@gmail.com,Philippines,Node.js,100,7,2022-09-03,,62062,YES,1
FL00273,Aarav Brown,aarav.brown51@outlook.com,Australia,WordPress,150,1,2020-08-28,3.7,31129,yes,false
FL00274,David Brown,david.brown67@yahoo.com,Vietnam,Data Analysis,150,13,2021-11-15,4.6,14804,Yes,false
FL00275,Priya Yamamoto,priya.yamamoto59@yahoo.com,Germany,Copywriting,50,15,2018-12-31,3.3,1581,no,False
FL00276,Aarav Garcia,aarav.garcia48@outlook.com,USA,node.js,60,10,2022-08-22,3.7,86857,1,1
FL00277,Emily Kumar,emily.kumar8@outlook.com,Ukraine,Machine Learning,150,4,2023-12-28,4.5,40905,No,false
FL00278,Natasha Patel,natasha.patel50@yahoo.com,Mexico,Data Analysis,120,11,2019-02-14,4.7,59280,1,False
FL00279,Hassan Petrov,hassan.petrov20@gmail.com,Brazil,Flutter,120,9,2015-11-21,3.5,66922,no,True
FL00280,Amara Ahmed,amara.ahmed91@yahoo.com,India,JavaScript,150,5,2019-05-29,4.3,68478,Yes,false
FL00281,Hassan Okafor,hassan.okafor63@yahoo.com,India,SEO,150,15,,4.1,7529,1,False
FL00282,Ravi Garcia,ravi.garcia3@gmail.com,UK,PHP,120,6,2023-08-19,4.1,13848,Yes,0
FL00283,Priya Silva,priya.silva79@outlook.com,UK,,60,9,2019-06-26,4.2,91402,No,True
FL00284,Maria Johnson,maria.johnson78@outlook.com,Germany,Node.js,60,7,2021-08-04,3.8,42974,YES,0
FL00285,Ivan Silva,ivan.silva64@yahoo.com,Egypt,Copywriting,20,5,2016-02-18,4.2,59925,yes,false
FL00286,Bjorn Khan,bjorn.khan14@outlook.com,Ukraine,Graphic Design,40,8,2022-09-27,3.6,,Yes,False
FL00287,Sergiy Yamamoto,sergiy.yamamoto13@gmail.com,Vietnam,Node.js,40,9,2023-07-19,3.7,98131,No,true
FL00288,Deepak Petrov,deepak.petrov67@outlook.com,BANGLADESH,react,75,7,2019-08-21,4.5,16613,Yes,0
FL00289,Zara Okafor,zara.okafor93@outlook.com,Pakistan,DevOps,100,9,2022-08-20,3.5,91005,0,0
FL00290,Omar Khan,omar.khan12@outlook.com,Bangladesh,,30,10,2020-11-01,3.5,132954,Yes,true
FL00291,Hassan Garcia,hassan.garcia31@outlook.com,Brazil,UI/UX Design,15,3,2021-06-02,3.8,136727,Yes,true
FL00292,Sergiy Petrov,sergiy.petrov17@yahoo.com,Bangladesh,PHP,40,4,2019-08-15,3.3,128830,No,False
FL00293,Sergiy Williams,sergiy.williams72@yahoo.com,Pakistan,Copywriting,150,3,2020-02-09,,37952,no,false
FL00294,Aarav Patel,aarav.patel54@yahoo.com,Mexico,Data Analysis,30,15,2021-02-20,4.3,118446,yes,0
FL00295,Michael Okafor,michael.okafor57@outlook.com,Australia,wordpress,120,12,2018-10-20,5,14360,no,False
FL00296,Aarav Brown,aarav.brown75@yahoo.com,Brazil,DevOps,12,5,,4.6,100641,Yes,True
FL00297,Deepak Garcia,,Philippines,React,20,2,2019-07-27,4.2,129731,no,false
FL00298,Ravi Silva,ravi.silva3@yahoo.com,Philippines,Python,40,13,2015-04-29,4.8,37820,yes,False
FL00299,Kofi Yamamoto,kofi.yamamoto1@gmail.com,UK,DevOps,75,0,2021-12-17,4.8,79310,1,True
FL00300,Ivan Rossi,ivan.rossi44@outlook.com,Germany,Video Editing,30,6,,4.2,1036,Yes,True
FL00301,Carlos Sharma,carlos.sharma69@gmail.com,UK,Video Editing,150,12,2023-10-30,4.5,97619,No,True
FL00302,Emily Sharma,emily.sharma29@gmail.com,,Graphic Design,30,N/A,2021-11-17,2.7,29583,no,1
FL00303,Ravi Mbeki,ravi.mbeki73@gmail.com,Brazil,,120,5,2016-06-09,4.0,14095,YES,false
FL00304,Juan Müller,juan.müller29@gmail.com,UK,data analysis,15,,2020-10-19,4.0,111601,yes,False
FL00305,Juan Petrov,juan.petrov43@yahoo.com,Philippines,JavaScript,120,0,2015-04-09,3.8,33222,Yes,True
FL00306,Priya Yamamoto,priya.yamamoto9@gmail.com,Mexico,PHP,150,4,2015-08-13,,101142,No,1
FL00307,Maria Nguyen,maria.nguyen77@outlook.com,Ukraine,Flutter,120,14,2021-08-04,4.0,82201,no,0
FL00308,Juan Garcia,juan.garcia2@outlook.com,Philippines,WordPress,75,4,2021-10-07,4.9,18431,1,false
FL00309,Ivan Garcia,ivan.garcia6@yahoo.com,CANADA,WordPress,150,10,2019-09-11,4.0,2263,Yes,true
FL00310,Priya Singh,priya.singh34@outlook.com,USA,React,30,11,2017-03-26,3.7,29589,yes,true
FL00311,Bjorn Sharma,bjorn.sharma25@gmail.com,Ukraine,Graphic Design,40,13,2016-04-30,3.9,73919,0,1
FL00312,Amara Hassan,amara.hassan83@outlook.com,Mexico,Copywriting,25,15,2015-09-23,4.3,10095,yes,false
FL00313,Sofia Ahmed,sofia.ahmed97@gmail.com,UK,Node.js,30,12,2019-03-13,,116285,1,True
FL00314,Amara Brown,amara.brown5@outlook.com,USA,Data Analysis,75,2,2017-07-21,4.0,142877,Yes,true
FL00315,Juan Rossi,juan.rossi30@gmail.com,Ukraine,Graphic Design,50,0,2023-07-15,4.3,109994,No,1
FL00316,Juan Müller,juan.müller97@yahoo.com,Pakistan,WordPress,,0,2018-10-23,3.6,102968,yes,false
FL00317,Olga Garcia,olga.garcia23@gmail.com,,Node.js,60,14,2016-01-17,,86161,No,false
FL00318,Omar Williams,omar.williams91@outlook.com,USA,React,75,,2016-06-16,4.1,105157,yes,1
FL00319,Chen Sharma,chen.sharma45@outlook.com,Nigeria,DevOps,60,1,2018-03-25,3.5,25543,Yes,False
FL00320,Sergiy Williams,sergiy.williams16@yahoo.com,Pakistan,Data Analysis,120,2,2020-07-14,4.5,121585,1,false
FL00321,Ali Yamamoto,ali.yamamoto85@gmail.com,UK,Python,12,4,2020-06-08,4.0,3438,yes,false
FL00322,Hassan Kumar,hassan.kumar92@outlook.com,Bangladesh,,12,6,2022-02-13,3.7,,Yes,True
FL00323,Amara Ahmed,amara.ahmed14@yahoo.com,Bangladesh,Flutter,120,3,2023-02-13,,56275,Yes,0
FL00324,Zara Garcia,zara.garcia14@outlook.com,Egypt,WordPress,40,6,2023-08-10,4.1,35347,1,0
FL00325,Ivan Mbeki,ivan.mbeki30@outlook.com,Vietnam,Flutter,60,0,2020-01-13,4.5,40259,1,True
FL00326,Deepak Brown,deepak.brown67@yahoo.com,,WordPress,60,10,2018-07-24,4.2,58812,No,1
FL00327,Ravi Williams,ravi.williams27@gmail.com,Canada,Flutter,12,15,2015-08-02,4.0,75303,1,False
FL00328,Omar Okafor,omar.okafor79@outlook.com,Australia,Copywriting,15,11,2016-11-18,4.3,145426,YES,false
FL00329,Ravi Nguyen,,Canada,Data Analysis,50,15,2016-07-13,3.6,10678,Yes,false
FL00330,Maria Silva,maria.silva84@yahoo.com,Pakistan,node.js,50,11,2022-02-13,3.5,119898,yes,true
FL00331,Olga Okafor,olga.okafor11@outlook.com,Nigeria,Flutter,200,2,2019-06-17,3.9,23797,no,true
FL00332,Sergiy Garcia,sergiy.garcia1@gmail.com,Philippines,Machine Learning,25,12,2015-01-27,3.2,29398,0,False
FL00333,Sarah Petrov,sarah.petrov82@gmail.com,India,,20,6,,3.9,11473,no,True
FL00334,Yuki Nguyen,yuki.nguyen44@yahoo.com,Brazil,Graphic Design,30,15,2021-10-11,5,,Yes,1
FL00335,Maria Petrov,maria.petrov42@gmail.com,Germany,Graphic Design,25,15,2022-05-28,3.3,125312,0,0
FL00336,Lena Rossi,lena.rossi5@gmail.com,Germany,SEO,30,4,2021-05-31,5.0,64294,0,0
FL00337,Bjorn Okafor,bjorn.okafor86@yahoo.com,USA,SEO,1500,10,2023-08-05,3.0,90474,1,0
FL00338,Amara Johnson,amara.johnson15@gmail.com,UK,Flutter,120,13,2017-07-04,3.5,140905,No,false
FL00339,Maria Hassan,maria.hassan69@yahoo.com,Ukraine,Graphic Design,120,4,2021-08-16,4.1,132195,Yes,true
FL00340,Juan Garcia,juan.garcia43@gmail.com,Germany,WordPress,60,6,2022-11-24,3.9,42231,no,false
FL00341,Ravi Rossi,ravi.rossi25@outlook.com,Egypt,Copywriting,40,12,2023-02-24,4.1,76805,yes,False
FL00342,Natasha Khan,natasha.khan22@gmail.com,Bangladesh,Machine Learning,1200,3,2019-03-23,4.2,9411,No,false
FL00343,Yuki Yamamoto,,Nigeria,React,120,2,2022-04-17,3.9,101152,1,0
FL00344,Omar Singh,omar.singh68@yahoo.com,Nigeria,React,15,5,2019-06-01,3.8,,No,true
FL00345,CARLOS BROWN,carlos.brown65@yahoo.com,Pakistan,,25,2,2023-06-12,3.7,82534,YES,1
FL00346,Michael Kumar,michael.kumar28@gmail.com,Bangladesh,Machine Learning,15,1,2017-02-09,3.5,22324,1,false
FL00347,Olga Williams,olga.williams66@outlook.com,Pakistan,Video Editing,25,8,2023-01-05,3.8,23824,YES,true
FL00348,Michael Okafor,michael.okafor68@outlook.com,Australia,Node.js,300,12,2016-03-06,,83860,No,False
FL00349,Juan Mbeki,juan.mbeki92@gmail.com,Germany,Flutter,75,12,2016-06-06,3.5,93299,no,true
FL00350,David Sharma,david.sharma12@outlook.com,UK,Video Editing,150,7,2018-06-05,4.3,111644,1,False
FL00351,Omar Singh,omar.singh1@outlook.com,Brazil,Flutter,120,3,2021-11-29,4.5,137736,yes,True
FL00352,Juan Okafor,juan.okafor87@gmail.com,Pakistan,Video Editing,40,N/A,2016-11-29,4.1,80406,1,1
FL00353,Priya Müller,,India,DevOps,60,15,2015-01-25,4.4,66071,No,true
FL00354,Sunita Yamamoto,sunita.yamamoto46@outlook.com,UK,DevOps,,8,2022-05-12,4.4,52664,1,true
FL00355,Ali Okafor,ali.okafor50@gmail.com,,Video Editing,60,4,2020-08-17,4.8,76381,Yes,false
FL00356,Yuki Patel,yuki.patel55@gmail.com,Pakistan,Machine Learning,75,8,2017-12-15,3.9,,yes,False
FL00357,Zara Rossi,zara.rossi29@yahoo.com,Nigeria,Node.js,15,12,2018-06-09,,84815,No,true
FL00358,Fatima Nguyen,fatima.nguyen88@outlook.com,USA,SEO,20,15,2018-05-31,3.8,23367,yes,0
FL00359,Emily Yamamoto,emily.yamamoto44@yahoo.com,USA,Python,100,6,2016-02-09,4.7,96447,1,True
FL00360,James Hassan,james.hassan6@outlook.com,USA,Copywriting,50,0,2018-01-27,3.1,147955,No,1
FL00361,Bjorn Rossi,bjorn.rossi34@yahoo.com,Pakistan,Python,20,0,2020-02-09,4.0,14005,yes,False
FL00362,Ali Sharma,ali.sharma18@yahoo.com,India,,40,11,2022-11-29,,28403,1,false
FL00363,Kofi Yamamoto,kofi.yamamoto81@yahoo.com,Philippines,PHP,120,6,2017-06-22,4.2,,yes,False
FL00364,Zara Johnson,zara.johnson13@outlook.com,Egypt,WordPress,,2,2020-02-07,,65601,YES,False
FL00365,Carlos Nguyen,carlos.nguyen98@outlook.com,Nigeria,Python,12,3,,4.6,109364,yes,True
FL00366,Nia Okafor,nia.okafor15@yahoo.com,UK,React,40,7,2022-09-13,4.2,40110,no,true
FL00367,Ivan Garcia,ivan.garcia64@outlook.com,Egypt,SEO,20,9,2018-11-27,4.3,125918,Yes,1
FL00368,James Okafor,james.okafor89@yahoo.com,Germany,Data Analysis,20,4,2018-12-15,4.4,60823,no,0
FL00369,Sergiy Sharma,sergiy.sharma3@yahoo.com,Nigeria,Graphic Design,150,7,2017-08-21,4.6,110882,0,False
FL00370,Chen Singh,chen.singh90@gmail.com,Pakistan,,150,12,2022-10-22,4.8,39747,No,0
FL00371,Hassan Singh,hassan.singh83@gmail.com,Brazil,Machine Learning,30,10,2018-03-20,3.6,41604,Yes,1
FL00372,Michael Okafor,michael.okafor78@gmail.com,Pakistan,Machine Learning,25,1,2017-01-22,3.8,20897,0,true
FL00373,Ivan Singh,ivan.singh26@outlook.com,Philippines,React,75,6,2023-06-26,3.5,104869,YES,false
FL00374,Bjorn Rossi,bjorn.rossi4@outlook.com,Pakistan,machine learning,120,13,2016-02-18,5,57030,1,False
FL00375,Hassan Khan,hassan.khan56@gmail.com,Pakistan,Video Editing,75,10,2018-10-20,4.1,143928,0,True
FL00376,Ravi Brown,ravi.brown23@outlook.com,Canada,UI/UX Design,20,5,2021-06-19,,75637,0,1
FL00377,Fatima Sharma,fatima.sharma88@gmail.com,Pakistan,Copywriting,,10,2022-08-26,3.8,121683,YES,false
FL00378,Chen Patel,chen.patel43@gmail.com,Brazil,DevOps,60,5,2019-06-14,4.1,84435,no,false
FL00379,Priya Williams,priya.williams35@yahoo.com,Australia,UI/UX Design,50,6,2015-04-04,3.9,112837,0,true
FL00380,Sergiy Petrov,sergiy.petrov2@outlook.com,Ukraine,SEO,60,5,2018-12-23,4.9,,No,False
FL00381,Hassan Khan,hassan.khan13@gmail.com,Ukraine,JavaScript,120,0,2022-02-11,3.9,4744,YES,1
FL00382,Zara Petrov,zara.petrov67@yahoo.com,USA,Machine Learning,60,14,2018-12-11,4.0,74751,0,True
FL00383,Ivan Petrov,ivan.petrov70@gmail.com,Australia,PHP,15,0,2016-02-29,4.8,122120,0,0
FL00384,Maria Garcia,maria.garcia54@outlook.com,Germany,seo,12,7,2018-01-01,3.0,113227,No,False
FL00385,Deepak Okafor,deepak.okafor67@gmail.com,UK,PHP,12,13,2023-03-02,2.8,,Yes,0
FL00386,Sofia Okafor,sofia.okafor59@outlook.com,Pakistan,Python,100,2,2015-04-14,3.6,14065,yes,0
FL00387,Sunita Khan,sunita.khan10@yahoo.com,Nigeria,PHP,15,3,2018-03-02,3.1,118695,yes,true
FL00387,Sunita Khan,sunita.khan10@yahoo.com,Nigeria,PHP,15,3,2018-03-02,3.1,118695,yes,true
FL00388,Sunita Nguyen,sunita.nguyen70@gmail.com,Pakistan,,,1,2018-11-21,4.5,,yes,False
FL00389,Ravi Müller,ravi.müller96@yahoo.com,Germany,React,30,6,2022-12-10,4.2,54457,No,false
FL00390,Ivan Patel,ivan.patel46@yahoo.com,UK,WordPress,150,10,2021-10-23,3.4,139566,Yes,True
FL00391,Emily Müller,emily.müller2@yahoo.com,Ukraine,SEO,20,2,2019-03-04,4.1,20114,1,false
FL00392,Amara Silva,amara.silva16@gmail.com,UK,,,1,,4.6,34856,No,True
FL00393,Ravi Silva,ravi.silva39@yahoo.com,Mexico,Video Editing,,0,2016-01-25,3.3,,Yes,True
FL00394,James Sharma,james.sharma69@gmail.com,Ukraine,PHP,150,7,2017-02-21,3.1,71255,yes,1
FL00395,Olga Yamamoto,olga.yamamoto74@yahoo.com,Pakistan,UI/UX Design,20,13,2022-06-30,4.5,54473,Yes,false
FL00396,Emily Silva,emily.silva98@outlook.com,India,Flutter,25,12,2016-03-04,3.5,119102,no,False
FL00397,Lena Mbeki,lena.mbeki14@outlook.com,BANGLADESH,JavaScript,30,9,2022-04-09,3.8,113444,Yes,false
FL00398,Emily Garcia,emily.garcia68@outlook.com,USA,Python,120,,2017-02-14,4.3,26984,no,0
FL00399,Juan Williams,juan.williams37@outlook.com,UK,SEO,15,8,2016-12-01,3.9,119832,Yes,0
FL00400,James Singh,james.singh1@yahoo.com,Ukraine,python,20,2,2021-08-30,4.2,26712,1,true
FL00401,SARAH MÜLLER,sarah.müller91@yahoo.com,Germany,UI/UX Design,75,15,,5.0,37628,Yes,False
FL00402,Emily Okafor,emily.okafor81@outlook.com,Germany,SEO,40,2,2022-03-01,3.9,72916,Yes,1
FL00403,,sofia.müller88@gmail.com,Ukraine,PHP,100,14,,4.4,14444,Yes,false
FL00404,Bjorn Garcia,bjorn.garcia99@outlook.com,Vietnam,Python,12,11,2023-10-22,4.1,101750,Yes,true
FL00405,Amara Mbeki,amara.mbeki18@yahoo.com,Nigeria,Data Analysis,20,10,2016-07-24,4.3,94231,No,false
FL00406,Yuki Petrov,yuki.petrov39@gmail.com,UK,Copywriting,12,0,2015-12-29,4.4,136292,Yes,True
FL00407,Kofi Garcia,kofi.garcia8@gmail.com,Vietnam,Flutter,15,3,2021-05-05,3.6,81998,Yes,false
FL00408,Maria Patel,maria.patel65@yahoo.com,Bangladesh,JavaScript,150,3,2017-10-09,3.1,32795,1,True
FL00409,Juan Silva,juan.silva76@yahoo.com,Vietnam,Machine Learning,120,6,2018-04-02,,,YES,False
FL00410,Fatima Rossi,fatima.rossi68@yahoo.com,Germany,Copywriting,300,5,2020-08-23,4.4,103766,0,0
FL00411,Deepak Nguyen,deepak.nguyen80@yahoo.com,CANADA,WordPress,120,8,2021-08-08,4.2,28138,yes,0
FL00412,Sunita Kumar,sunita.kumar78@outlook.com,Australia,SEO,15,8,2023-05-30,2.9,75496,1,False
FL00413,OLGA PATEL,olga.patel1@yahoo.com,Brazil,Graphic Design,25,0,2017-04-13,4.2,93950,no,False
FL00414,Sofia Sharma,sofia.sharma16@yahoo.com,Canada,SEO,120,2,2016-06-04,4.9,76015,no,False
FL00415,Carlos Patel,,Mexico,WordPress,75,1,2021-07-15,3.5,19613,no,1
FL00416,Zara Hassan,zara.hassan71@yahoo.com,Australia,graphic design,12,2,2023-04-17,3.1,6121,Yes,False
FL00417,Carlos Silva,carlos.silva17@yahoo.com,Vietnam,SEO,120,0,2015-08-02,,108782,0,1
FL00418,Ravi Kumar,ravi.kumar41@yahoo.com,Australia,Python,150,1,2016-06-03,4.2,94074,0,False
FL00419,Maria Brown,maria.brown7@yahoo.com,Philippines,UI/UX Design,75,7,2018-07-30,4.1,,yes,0
FL00420,Sarah Brown,sarah.brown11@gmail.com,Australia,Copywriting,,1,2021-08-06,,,0,true
FL00421,Amara Mbeki,amara.mbeki80@yahoo.com,Mexico,WordPress,40,8,2017-06-05,4.6,149477,YES,False
FL00422,Sarah Brown,sarah.brown38@yahoo.com,CANADA,Machine Learning,25,,2015-12-17,4.0,69841,No,false
FL00422,Sarah Brown,sarah.brown38@yahoo.com,CANADA,Machine Learning,25,,2015-12-17,4.0,69841,No,false
FL00423,Olga Johansson,olga.johansson11@yahoo.com,India,Copywriting,12,15,2017-06-11,4.5,61493,Yes,False
FL00424,PRIYA BROWN,priya.brown46@outlook.com,Vietnam,Copywriting,100,7,2017-11-20,4.9,109543,No,true
FL00425,Bjorn Müller,bjorn.müller4@gmail.com,Ukraine,WordPress,40,13,2020-04-11,4.2,99810,Yes,0
FL00426,Nia Johnson,nia.johnson71@outlook.com,UK,Graphic Design,120,2,2021-05-04,3.2,77325,YES,False
FL00427,Sergiy Johnson,sergiy.johnson47@gmail.com,Ukraine,Node.js,60,3,2019-12-28,4.4,107354,1,False
FL00428,Zara Petrov,zara.petrov81@gmail.com,,Data Analysis,40,2,2020-08-30,,,yes,True
FL00429,Deepak Okafor,deepak.okafor16@yahoo.com,Vietnam,Video Editing,,11,2022-10-25,3.5,76335,1,False
FL00430,Deepak Singh,deepak.singh59@yahoo.com,Germany,Graphic Design,100,2,2021-08-28,4.3,133728,No,true
FL00431,Kofi Williams,kofi.williams79@yahoo.com,Ukraine,Graphic Design,20,1,2019-10-30,4.0,37463,no,1
FL00432,Aarav Silva,aarav.silva74@yahoo.com,India,WordPress,12,6,2015-04-16,2.9,36366,1,0
FL00433,Chen Sharma,chen.sharma59@outlook.com,Ukraine,Graphic Design,,7,2018-09-01,4.2,9841,1,True
FL00434,Juan Khan,juan.khan37@gmail.com,Nigeria,SEO,,8,2020-06-07,4.6,110117,no,false
FL00435,Bjorn Garcia,bjorn.garcia63@outlook.com,Bangladesh,Flutter,40,5,2017-08-07,3.7,122327,1,True
FL00436,Kofi Silva,kofi.silva38@yahoo.com,UK,Machine Learning,20,15,2021-09-27,4.7,14821,1,False
FL00437,Sofia Ahmed,sofia.ahmed79@outlook.com,,Python,30,7,2021-01-04,3.3,95421,yes,1
FL00438,Ali Petrov,ali.petrov2@gmail.com,Germany,Node.js,,,2017-06-02,3.8,9354,Yes,false
FL00439,Ravi Sharma,,Pakistan,PHP,150,2,2020-08-28,,72340,Yes,true
FL00440,Michael Petrov,michael.petrov90@outlook.com,Nigeria,Copywriting,50,2,2021-04-16,,61347,No,1
FL00441,Sunita Johansson,sunita.johansson76@gmail.com,Philippines,UI/UX Design,20,2,2016-11-24,,148693,0,True
FL00442,Ali Johnson,ali.johnson72@outlook.com,Bangladesh,Graphic Design,75,15,2018-08-11,3.1,,No,false
FL00443,Omar Singh,omar.singh93@outlook.com,Australia,Video Editing,60,13,2018-04-30,3.5,55712,1,0
FL00444,Aarav Nguyen,aarav.nguyen1@yahoo.com,Mexico,React,20,15,2019-09-02,4.5,90928,yes,true
FL00445,Fatima Hassan,fatima.hassan70@outlook.com,Mexico,PHP,50,9,2023-08-08,4.0,73176,1,1
FL00446,Emily Sharma,emily.sharma1@yahoo.com,Canada,Node.js,200,7,2021-11-23,3.6,101564,YES,true
FL00447,James Brown,james.brown57@yahoo.com,Ukraine,Video Editing,15,6,2022-12-23,3.7,50565,yes,0
FL00448,Sofia Garcia,sofia.garcia33@outlook.com,,Copywriting,,0,2018-09-07,4.4,8476,No,1
FL00449,Priya Müller,priya.müller91@outlook.com,Canada,React,60,3,2015-04-29,3.8,4871,1,true
FL00450,Maria Singh,maria.singh86@gmail.com,Pakistan,DevOps,100,11,2022-06-14,5.0,1345,no,true
FL00451,Ravi Patel,ravi.patel41@outlook.com,CANADA,wordpress,150,14,2016-01-06,3.5,35295,No,0
FL00452,Kofi Williams,kofi.williams38@yahoo.com,Philippines,React,100,7,2018-01-22,,101603,no,False
FL00453,Emily Nguyen,emily.nguyen96@yahoo.com,UK,,120,9,2022-11-05,3.6,9373,Yes,0
FL00454,Ali Patel,ali.patel60@outlook.com,MEXICO,Python,20,10,2017-02-05,3.7,89072,No,true
FL00455,Zara Petrov,zara.petrov76@gmail.com,Mexico,DevOps,25,3,2023-09-06,,24197,0,False
FL00456,Emily Ahmed,emily.ahmed27@yahoo.com,Canada,SEO,20,4,2018-05-19,3.2,124312,0,false
FL00457,Yuki Khan,yuki.khan87@outlook.com,Australia,DevOps,15,N/A,2019-06-26,4.2,131953,no,1
FL00458,Emily Kumar,emily.kumar50@outlook.com,Mexico,JavaScript,120,15,2017-05-15,4.3,28400,Yes,true
FL00459,James Nguyen,james.nguyen59@gmail.com,USA,Flutter,50,0,2016-06-11,3.5,88334,YES,True
FL00460,Deepak Singh,deepak.singh34@gmail.com,UK,Video Editing,,2,2018-10-12,4.1,97308,YES,0
FL00461,Fatima Petrov,fatima.petrov5@outlook.com,Vietnam,Python,75,9,2015-03-13,4.4,64489,0,0
FL00462,Priya Khan,priya.khan13@yahoo.com,Nigeria,Copywriting,12,11,2021-10-31,3.7,21283,No,True
FL00463,Sergiy Kumar,sergiy.kumar56@yahoo.com,Nigeria,Data Analysis,30,7,2019-03-13,4.5,70506,0,0
