freelancer_id,name,email,country,primary_skill,hourly_rate_usd,years_experience,join_date,rating_avg,total_earnings_usd,profile_complete,verified
FL00227,ravi hassan,ravi.hassan83@outlook.com,bangladesh,wordpress,120.0,3.0,2016-06-16,4.1,85278.0,0,1
FL00228,sarah brown,sarah.brown26@outlook.com,india,seo,50.0,1.0,2016-12-29,4.0,18958.0,1,0
FL00229,natasha okafor,nan,canada,react,120.0,1.0,2017-12-27,3.4,32272.0,1,1
FL00230,fatima johansson,fatima.johansson99@yahoo.com,nan,python,120.0,2.0,2018-10-24,4.5,115314.0,1,1
FL00231,amara johansson,nan,germany,wordpress,25.0,2.0,2022-03-20,4.2,73631.88,1,0
FL00232,aarav ahmed,aarav.ahmed13@yahoo.com,canada,devops,100.0,4.0,2022-02-04,3.8,105884.0,1,1
FL00233,ali sharma,ali.sharma22@outlook.com,ukraine,php,25.0,5.0,2016-05-09,4.0,23867.0,0,1
FL00234,deepak brown,deepak.brown23@outlook.com,australia,graphic design,60.0,6.0,2020-11-12,3.9,139488.0,0,1
FL00235,sarah kumar,sarah.kumar61@yahoo.com,brazil,video editing,25.0,6.0,2017-03-04,4.8,46607.0,1,0
FL00236,zara williams,zara.williams15@yahoo.com,usa,devops,25.0,10.0,2023-05-19,4.2,119773.0,1,0
FL00237,ali khan,ali.khan18@gmail.com,bangladesh,flutter,40.0,6.0,2015-05-12,4.6,23168.0,0,0
FL00238,aarav petrov,aarav.petrov56@outlook.com,bangladesh,wordpress,60.0,8.0,2023-04-04,5.0,112094.0,0,0
FL00239,sergiy petrov,nan,canada,copywriting,25.0,0.0,2017-06-11,3.9,122212.0,1,0
FL00240,zara brown,zara.brown27@outlook.com,mexico,machine learning,40.0,9.0,2022-10-30,3.7,96332.0,1,1
FL00241,michael johansson,michael.johansson97@outlook.com,brazil,machine learning,25.0,10.0,2016-04-10,3.6,32667.0,0,0
FL00242,emily yamamoto,emily.yamamoto37@gmail.com,mexico,data analysis,60.0,2.0,2015-12-24,4.4,35110.0,0,0
FL00243,kofi rossi,kofi.rossi84@outlook.com,india,data analysis,25.0,7.0,2022-03-25,4.1,76035.0,1,0
FL00244,james ahmed,james.ahmed20@gmail.com,canada,react,100.0,7.32,2022-12-10,3.7,98257.0,1,1
FL00245,hassan nguyen,hassan.nguyen65@yahoo.com,mexico,python,50.0,4.0,2016-10-01,4.4,126062.0,1,0
FL00246,hassan müller,hassan.müller25@outlook.com,philippines,python,50.0,7.0,2016-01-14,3.8,129072.0,0,1
FL00247,fatima okafor,fatima.okafor40@yahoo.com,mexico,flutter,40.0,13.0,2019-03-08,3.1,23064.0,1,0
FL00248,ravi singh,ravi.singh23@outlook.com,brazil,ui/ux design,15.0,12.0,2019-08-05,4.5,130025.0,0,0
FL00249,sunita garcia,nan,india,react,30.0,15.0,2019-09-05,3.5,98332.0,0,1
FL00250,bjorn khan,bjorn.khan54@outlook.com,pakistan,wordpress,12.0,14.0,2019-01-03,2.8,143030.0,1,0
FL00251,nan,carlos.mbeki67@yahoo.com,philippines,flutter,150.0,3.0,2018-12-11,3.3,139985.0,1,1
FL00252,juan müller,juan.müller57@outlook.com,mexico,javascript,15.0,0.0,2018-06-30,3.4,55508.0,1,0
FL00253,yuki petrov,yuki.petrov85@outlook.com,australia,javascript,78.45,15.0,2015-06-24,3.7,8170.0,0,0
FL00254,maria mbeki,maria.mbeki2@outlook.com,nigeria,ui/ux design,40.0,7.0,2015-10-07,3.8,96566.0,1,0
FL00255,emily rossi,emily.rossi41@gmail.com,usa,react,40.0,13.0,2017-07-21,3.2,116880.0,0,1
FL00256,natasha müller,natasha.müller87@gmail.com,uk,node.js,15.0,15.0,2017-01-04,4.2,95844.0,1,0
FL00257,sarah mbeki,sarah.mbeki83@yahoo.com,uk,javascript,25.0,15.0,2021-08-28,4.0,14354.0,0,0
FL00258,david hassan,david.hassan97@outlook.com,pakistan,seo,100.0,4.0,2021-12-27,5.0,8783.0,1,0
FL00259,james johansson,james.johansson91@gmail.com,vietnam,seo,60.0,1.0,2022-05-24,3.0,103099.0,0,0
FL00260,sofia kumar,nan,ukraine,graphic design,30.0,0.0,2016-06-09,4.1,22766.0,1,1
FL00261,natasha petrov,natasha.petrov3@outlook.com,pakistan,python,75.0,14.0,2021-05-15,3.1,44180.0,1,0
FL00262,david brown,david.brown29@outlook.com,egypt,php,15.0,6.0,2015-07-14,4.0,79627.0,1,0
FL00263,natasha johansson,natasha.johansson67@gmail.com,ukraine,node.js,50.0,14.0,2017-01-09,3.4,137409.0,0,0
FL00264,ali sharma,ali.sharma37@outlook.com,germany,flutter,78.45,13.0,2022-02-09,4.3,111129.0,1,0
FL00265,natasha johansson,natasha.johansson93@yahoo.com,pakistan,python,30.0,8.0,2016-12-21,4.4,37347.0,0,0
FL00266,juan sharma,juan.sharma41@yahoo.com,usa,video editing,120.0,8.0,2017-09-02,3.7,15160.0,1,0
FL00267,sarah khan,sarah.khan40@gmail.com,nan,video editing,50.0,7.0,2019-01-26,3.5,32495.0,1,0
FL00268,david williams,david.williams99@outlook.com,mexico,seo,30.0,7.0,2016-10-18,4.5,26818.0,1,1
FL00269,hassan singh,hassan.singh81@yahoo.com,ukraine,seo,100.0,10.0,2023-07-19,4.4,108061.0,1,0
FL00270,amara garcia,amara.garcia51@yahoo.com,germany,react,30.0,10.0,2017-03-24,3.3,73631.88,0,0
FL00271,aarav rossi,aarav.rossi87@yahoo.com,pakistan,javascript,40.0,3.0,2019-11-18,2.7,50140.0,0,0
FL00272,fatima mbeki,fatima.mbeki61@gmail.com,philippines,node.js,100.0,7.0,2022-09-03,4.0,62062.0,1,1
FL00273,aarav brown,aarav.brown51@outlook.com,australia,wordpress,150.0,1.0,2020-08-28,3.7,31129.0,1,0
FL00274,david brown,david.brown67@yahoo.com,vietnam,data analysis,150.0,13.0,2021-11-15,4.6,14804.0,1,0
FL00275,priya yamamoto,priya.yamamoto59@yahoo.com,germany,copywriting,50.0,15.0,2018-12-31,3.3,1581.0,0,0
FL00276,aarav garcia,aarav.garcia48@outlook.com,usa,node.js,60.0,10.0,2022-08-22,3.7,86857.0,1,1
FL00277,emily kumar,emily.kumar8@outlook.com,ukraine,machine learning,150.0,4.0,2023-12-28,4.5,40905.0,0,0
FL00278,natasha patel,natasha.patel50@yahoo.com,mexico,data analysis,120.0,11.0,2019-02-14,4.7,59280.0,1,0
FL00279,hassan petrov,hassan.petrov20@gmail.com,brazil,flutter,120.0,9.0,2015-11-21,3.5,66922.0,0,1
FL00280,amara ahmed,amara.ahmed91@yahoo.com,india,javascript,150.0,5.0,2019-05-29,4.3,68478.0,1,0
FL00281,hassan okafor,hassan.okafor63@yahoo.com,india,seo,150.0,15.0,,4.1,7529.0,1,0
FL00282,ravi garcia,ravi.garcia3@gmail.com,uk,php,120.0,6.0,2023-08-19,4.1,13848.0,1,0
FL00283,priya silva,priya.silva79@outlook.com,uk,nan,60.0,9.0,2019-06-26,4.2,91402.0,0,1
FL00284,maria johnson,maria.johnson78@outlook.com,germany,node.js,60.0,7.0,2021-08-04,3.8,42974.0,1,0
FL00285,ivan silva,ivan.silva64@yahoo.com,egypt,copywriting,20.0,5.0,2016-02-18,4.2,59925.0,1,0
FL00286,bjorn khan,bjorn.khan14@outlook.com,ukraine,graphic design,40.0,8.0,2022-09-27,3.6,73631.88,1,0
FL00287,sergiy yamamoto,sergiy.yamamoto13@gmail.com,vietnam,node.js,40.0,9.0,2023-07-19,3.7,98131.0,0,1
FL00288,deepak petrov,deepak.petrov67@outlook.com,bangladesh,react,75.0,7.0,2019-08-21,4.5,16613.0,1,0
FL00289,zara okafor,zara.okafor93@outlook.com,pakistan,devops,100.0,9.0,2022-08-20,3.5,91005.0,0,0
FL00290,omar khan,omar.khan12@outlook.com,bangladesh,nan,30.0,10.0,2020-11-01,3.5,132954.0,1,1
FL00291,hassan garcia,hassan.garcia31@outlook.com,brazil,ui/ux design,15.0,3.0,2021-06-02,3.8,136727.0,1,1
FL00292,sergiy petrov,sergiy.petrov17@yahoo.com,bangladesh,php,40.0,4.0,2019-08-15,3.3,128830.0,0,0
FL00293,sergiy williams,sergiy.williams72@yahoo.com,pakistan,copywriting,150.0,3.0,2020-02-09,4.0,37952.0,0,0
FL00294,aarav patel,aarav.patel54@yahoo.com,mexico,data analysis,30.0,15.0,2021-02-20,4.3,118446.0,1,0
FL00295,michael okafor,michael.okafor57@outlook.com,australia,wordpress,120.0,12.0,2018-10-20,5.0,14360.0,0,0
FL00296,aarav brown,aarav.brown75@yahoo.com,brazil,devops,12.0,5.0,,4.6,100641.0,1,1
FL00297,deepak garcia,nan,philippines,react,20.0,2.0,2019-07-27,4.2,129731.0,0,0
FL00298,ravi silva,ravi.silva3@yahoo.com,philippines,python,40.0,13.0,2015-04-29,4.8,37820.0,1,0
FL00299,kofi yamamoto,kofi.yamamoto1@gmail.com,uk,devops,75.0,0.0,2021-12-17,4.8,79310.0,1,1
FL00300,ivan rossi,ivan.rossi44@outlook.com,germany,video editing,30.0,6.0,,4.2,1036.0,1,1
FL00301,carlos sharma,carlos.sharma69@gmail.com,uk,video editing,150.0,12.0,2023-10-30,4.5,97619.0,0,1
FL00302,emily sharma,emily.sharma29@gmail.com,nan,graphic design,30.0,7.32,2021-11-17,2.7,29583.0,0,1
FL00303,ravi mbeki,ravi.mbeki73@gmail.com,brazil,nan,120.0,5.0,2016-06-09,4.0,14095.0,1,0
FL00304,juan müller,juan.müller29@gmail.com,uk,data analysis,15.0,7.32,2020-10-19,4.0,111601.0,1,0
FL00305,juan petrov,juan.petrov43@yahoo.com,philippines,javascript,120.0,0.0,2015-04-09,3.8,33222.0,1,1
FL00306,priya yamamoto,priya.yamamoto9@gmail.com,mexico,php,150.0,4.0,2015-08-13,4.0,101142.0,0,1
FL00307,maria nguyen,maria.nguyen77@outlook.com,ukraine,flutter,120.0,14.0,2021-08-04,4.0,82201.0,0,0
FL00308,juan garcia,juan.garcia2@outlook.com,philippines,wordpress,75.0,4.0,2021-10-07,4.9,18431.0,1,0
FL00309,ivan garcia,ivan.garcia6@yahoo.com,canada,wordpress,150.0,10.0,2019-09-11,4.0,2263.0,1,1
FL00310,priya singh,priya.singh34@outlook.com,usa,react,30.0,11.0,2017-03-26,3.7,29589.0,1,1
FL00311,bjorn sharma,bjorn.sharma25@gmail.com,ukraine,graphic design,40.0,13.0,2016-04-30,3.9,73919.0,0,1
FL00312,amara hassan,amara.hassan83@outlook.com,mexico,copywriting,25.0,15.0,2015-09-23,4.3,10095.0,1,0
FL00313,sofia ahmed,sofia.ahmed97@gmail.com,uk,node.js,30.0,12.0,2019-03-13,4.0,116285.0,1,1
FL00314,amara brown,amara.brown5@outlook.com,usa,data analysis,75.0,2.0,2017-07-21,4.0,142877.0,1,1
FL00315,juan rossi,juan.rossi30@gmail.com,ukraine,graphic design,50.0,0.0,2023-07-15,4.3,109994.0,0,1
FL00316,juan müller,juan.müller97@yahoo.com,pakistan,wordpress,78.45,0.0,2018-10-23,3.6,102968.0,1,0
FL00317,olga garcia,olga.garcia23@gmail.com,nan,node.js,60.0,14.0,2016-01-17,4.0,86161.0,0,0
FL00318,omar williams,omar.williams91@outlook.com,usa,react,75.0,7.32,2016-06-16,4.1,105157.0,1,1
FL00319,chen sharma,chen.sharma45@outlook.com,nigeria,devops,60.0,1.0,2018-03-25,3.5,25543.0,1,0
FL00320,sergiy williams,sergiy.williams16@yahoo.com,pakistan,data analysis,120.0,2.0,2020-07-14,4.5,121585.0,1,0
FL00321,ali yamamoto,ali.yamamoto85@gmail.com,uk,python,12.0,4.0,2020-06-08,4.0,3438.0,1,0
FL00322,hassan kumar,hassan.kumar92@outlook.com,bangladesh,nan,12.0,6.0,2022-02-13,3.7,73631.88,1,1
FL00323,amara ahmed,amara.ahmed14@yahoo.com,bangladesh,flutter,120.0,3.0,2023-02-13,4.0,56275.0,1,0
FL00324,zara garcia,zara.garcia14@outlook.com,egypt,wordpress,40.0,6.0,2023-08-10,4.1,35347.0,1,0
FL00325,ivan mbeki,ivan.mbeki30@outlook.com,vietnam,flutter,60.0,0.0,2020-01-13,4.5,40259.0,1,1
FL00326,deepak brown,deepak.brown67@yahoo.com,nan,wordpress,60.0,10.0,2018-07-24,4.2,58812.0,0,1
FL00327,ravi williams,ravi.williams27@gmail.com,canada,flutter,12.0,15.0,2015-08-02,4.0,75303.0,1,0
FL00328,omar okafor,omar.okafor79@outlook.com,australia,copywriting,15.0,11.0,2016-11-18,4.3,145426.0,1,0
FL00329,ravi nguyen,nan,canada,data analysis,50.0,15.0,2016-07-13,3.6,10678.0,1,0
FL00330,maria silva,maria.silva84@yahoo.com,pakistan,node.js,50.0,11.0,2022-02-13,3.5,119898.0,1,1
FL00331,olga okafor,olga.okafor11@outlook.com,nigeria,flutter,200.0,2.0,2019-06-17,3.9,23797.0,0,1
FL00332,sergiy garcia,sergiy.garcia1@gmail.com,philippines,machine learning,25.0,12.0,2015-01-27,3.2,29398.0,0,0
FL00333,sarah petrov,sarah.petrov82@gmail.com,india,nan,20.0,6.0,,3.9,11473.0,0,1
FL00334,yuki nguyen,yuki.nguyen44@yahoo.com,brazil,graphic design,30.0,15.0,2021-10-11,5.0,73631.88,1,1
FL00335,maria petrov,maria.petrov42@gmail.com,germany,graphic design,25.0,15.0,2022-05-28,3.3,125312.0,0,0
FL00336,lena rossi,lena.rossi5@gmail.com,germany,seo,30.0,4.0,2021-05-31,5.0,64294.0,0,0
FL00337,bjorn okafor,bjorn.okafor86@yahoo.com,usa,seo,1500.0,10.0,2023-08-05,3.0,90474.0,1,0
FL00338,amara johnson,amara.johnson15@gmail.com,uk,flutter,120.0,13.0,2017-07-04,3.5,140905.0,0,0
FL00339,maria hassan,maria.hassan69@yahoo.com,ukraine,graphic design,120.0,4.0,2021-08-16,4.1,132195.0,1,1
FL00340,juan garcia,juan.garcia43@gmail.com,germany,wordpress,60.0,6.0,2022-11-24,3.9,42231.0,0,0
FL00341,ravi rossi,ravi.rossi25@outlook.com,egypt,copywriting,40.0,12.0,2023-02-24,4.1,76805.0,1,0
FL00342,natasha khan,natasha.khan22@gmail.com,bangladesh,machine learning,1200.0,3.0,2019-03-23,4.2,9411.0,0,0
FL00343,yuki yamamoto,nan,nigeria,react,120.0,2.0,2022-04-17,3.9,101152.0,1,0
FL00344,omar singh,omar.singh68@yahoo.com,nigeria,react,15.0,5.0,2019-06-01,3.8,73631.88,0,1
FL00345,carlos brown,carlos.brown65@yahoo.com,pakistan,nan,25.0,2.0,2023-06-12,3.7,82534.0,1,1
FL00346,michael kumar,michael.kumar28@gmail.com,bangladesh,machine learning,15.0,1.0,2017-02-09,3.5,22324.0,1,0
FL00347,olga williams,olga.williams66@outlook.com,pakistan,video editing,25.0,8.0,2023-01-05,3.8,23824.0,1,1
FL00348,michael okafor,michael.okafor68@outlook.com,australia,node.js,300.0,12.0,2016-03-06,4.0,83860.0,0,0
FL00349,juan mbeki,juan.mbeki92@gmail.com,germany,flutter,75.0,12.0,2016-06-06,3.5,93299.0,0,1
FL00350,david sharma,david.sharma12@outlook.com,uk,video editing,150.0,7.0,2018-06-05,4.3,111644.0,1,0
FL00351,omar singh,omar.singh1@outlook.com,brazil,flutter,120.0,3.0,2021-11-29,4.5,137736.0,1,1
FL00352,juan okafor,juan.okafor87@gmail.com,pakistan,video editing,40.0,7.32,2016-11-29,4.1,80406.0,1,1
FL00353,priya müller,nan,india,devops,60.0,15.0,2015-01-25,4.4,66071.0,0,1
FL00354,sunita yamamoto,sunita.yamamoto46@outlook.com,uk,devops,78.45,8.0,2022-05-12,4.4,52664.0,1,1
FL00355,ali okafor,ali.okafor50@gmail.com,nan,video editing,60.0,4.0,2020-08-17,4.8,76381.0,1,0
FL00356,yuki patel,yuki.patel55@gmail.com,pakistan,machine learning,75.0,8.0,2017-12-15,3.9,73631.88,1,0
FL00357,zara rossi,zara.rossi29@yahoo.com,nigeria,node.js,15.0,12.0,2018-06-09,4.0,84815.0,0,1
FL00358,fatima nguyen,fatima.nguyen88@outlook.com,usa,seo,20.0,15.0,2018-05-31,3.8,23367.0,1,0
FL00359,emily yamamoto,emily.yamamoto44@yahoo.com,usa,python,100.0,6.0,2016-02-09,4.7,96447.0,1,1
FL00360,james hassan,james.hassan6@outlook.com,usa,copywriting,50.0,0.0,2018-01-27,3.1,147955.0,0,1
FL00361,bjorn rossi,bjorn.rossi34@yahoo.com,pakistan,python,20.0,0.0,2020-02-09,4.0,14005.0,1,0
FL00362,ali sharma,ali.sharma18@yahoo.com,india,nan,40.0,11.0,2022-11-29,4.0,28403.0,1,0
FL00363,kofi yamamoto,kofi.yamamoto81@yahoo.com,philippines,php,120.0,6.0,2017-06-22,4.2,73631.88,1,0
FL00364,zara johnson,zara.johnson13@outlook.com,egypt,wordpress,78.45,2.0,2020-02-07,4.0,65601.0,1,0
FL00365,carlos nguyen,carlos.nguyen98@outlook.com,nigeria,python,12.0,3.0,,4.6,109364.0,1,1
FL00366,nia okafor,nia.okafor15@yahoo.com,uk,react,40.0,7.0,2022-09-13,4.2,40110.0,0,1
FL00367,ivan garcia,ivan.garcia64@outlook.com,egypt,seo,20.0,9.0,2018-11-27,4.3,125918.0,1,1
FL00368,james okafor,james.okafor89@yahoo.com,germany,data analysis,20.0,4.0,2018-12-15,4.4,60823.0,0,0
FL00369,sergiy sharma,sergiy.sharma3@yahoo.com,nigeria,graphic design,150.0,7.0,2017-08-21,4.6,110882.0,0,0
FL00370,chen singh,chen.singh90@gmail.com,pakistan,nan,150.0,12.0,2022-10-22,4.8,39747.0,0,0
FL00371,hassan singh,hassan.singh83@gmail.com,brazil,machine learning,30.0,10.0,2018-03-20,3.6,41604.0,1,1
FL00372,michael okafor,michael.okafor78@gmail.com,pakistan,machine learning,25.0,1.0,2017-01-22,3.8,20897.0,0,1
FL00373,ivan singh,ivan.singh26@outlook.com,philippines,react,75.0,6.0,2023-06-26,3.5,104869.0,1,0
FL00374,bjorn rossi,bjorn.rossi4@outlook.com,pakistan,machine learning,120.0,13.0,2016-02-18,5.0,57030.0,1,0
FL00375,hassan khan,hassan.khan56@gmail.com,pakistan,video editing,75.0,10.0,2018-10-20,4.1,143928.0,0,1
FL00376,ravi brown,ravi.brown23@outlook.com,canada,ui/ux design,20.0,5.0,2021-06-19,4.0,75637.0,0,1
FL00377,fatima sharma,fatima.sharma88@gmail.com,pakistan,copywriting,78.45,10.0,2022-08-26,3.8,121683.0,1,0
FL00378,chen patel,chen.patel43@gmail.com,brazil,devops,60.0,5.0,2019-06-14,4.1,84435.0,0,0
FL00379,priya williams,priya.williams35@yahoo.com,australia,ui/ux design,50.0,6.0,2015-04-04,3.9,112837.0,0,1
FL00380,sergiy petrov,sergiy.petrov2@outlook.com,ukraine,seo,60.0,5.0,2018-12-23,4.9,73631.88,0,0
FL00381,hassan khan,hassan.khan13@gmail.com,ukraine,javascript,120.0,0.0,2022-02-11,3.9,4744.0,1,1
FL00382,zara petrov,zara.petrov67@yahoo.com,usa,machine learning,60.0,14.0,2018-12-11,4.0,74751.0,0,1
FL00383,ivan petrov,ivan.petrov70@gmail.com,australia,php,15.0,0.0,2016-02-29,4.8,122120.0,0,0
FL00384,maria garcia,maria.garcia54@outlook.com,germany,seo,12.0,7.0,2018-01-01,3.0,113227.0,0,0
FL00385,deepak okafor,deepak.okafor67@gmail.com,uk,php,12.0,13.0,2023-03-02,2.8,73631.88,1,0
FL00386,sofia okafor,sofia.okafor59@outlook.com,pakistan,python,100.0,2.0,2015-04-14,3.6,14065.0,1,0
FL00387,sunita khan,sunita.khan10@yahoo.com,nigeria,php,15.0,3.0,2018-03-02,3.1,118695.0,1,1
FL00388,sunita nguyen,sunita.nguyen70@gmail.com,pakistan,nan,78.45,1.0,2018-11-21,4.5,73631.88,1,0
FL00389,ravi müller,ravi.müller96@yahoo.com,germany,react,30.0,6.0,2022-12-10,4.2,54457.0,0,0
FL00390,ivan patel,ivan.patel46@yahoo.com,uk,wordpress,150.0,10.0,2021-10-23,3.4,139566.0,1,1
FL00391,emily müller,emily.müller2@yahoo.com,ukraine,seo,20.0,2.0,2019-03-04,4.1,20114.0,1,0
FL00392,amara silva,amara.silva16@gmail.com,uk,nan,78.45,1.0,,4.6,34856.0,0,1
FL00393,ravi silva,ravi.silva39@yahoo.com,mexico,video editing,78.45,0.0,2016-01-25,3.3,73631.88,1,1
FL00394,james sharma,james.sharma69@gmail.com,ukraine,php,150.0,7.0,2017-02-21,3.1,71255.0,1,1
FL00395,olga yamamoto,olga.yamamoto74@yahoo.com,pakistan,ui/ux design,20.0,13.0,2022-06-30,4.5,54473.0,1,0
FL00396,emily silva,emily.silva98@outlook.com,india,flutter,25.0,12.0,2016-03-04,3.5,119102.0,0,0
FL00397,lena mbeki,lena.mbeki14@outlook.com,bangladesh,javascript,30.0,9.0,2022-04-09,3.8,113444.0,1,0
FL00398,emily garcia,emily.garcia68@outlook.com,usa,python,120.0,7.32,2017-02-14,4.3,26984.0,0,0
FL00399,juan williams,juan.williams37@outlook.com,uk,seo,15.0,8.0,2016-12-01,3.9,119832.0,1,0
FL00400,james singh,james.singh1@yahoo.com,ukraine,python,20.0,2.0,2021-08-30,4.2,26712.0,1,1
FL00401,sarah müller,sarah.müller91@yahoo.com,germany,ui/ux design,75.0,15.0,,5.0,37628.0,1,0
FL00402,emily okafor,emily.okafor81@outlook.com,germany,seo,40.0,2.0,2022-03-01,3.9,72916.0,1,1
FL00403,nan,sofia.müller88@gmail.com,ukraine,php,100.0,14.0,,4.4,14444.0,1,0
FL00404,bjorn garcia,bjorn.garcia99@outlook.com,vietnam,python,12.0,11.0,2023-10-22,4.1,101750.0,1,1
FL00405,amara mbeki,amara.mbeki18@yahoo.com,nigeria,data analysis,20.0,10.0,2016-07-24,4.3,94231.0,0,0
FL00406,yuki petrov,yuki.petrov39@gmail.com,uk,copywriting,12.0,0.0,2015-12-29,4.4,136292.0,1,1
FL00407,kofi garcia,kofi.garcia8@gmail.com,vietnam,flutter,15.0,3.0,2021-05-05,3.6,81998.0,1,0
FL00408,maria patel,maria.patel65@yahoo.com,bangladesh,javascript,150.0,3.0,2017-10-09,3.1,32795.0,1,1
FL00409,juan silva,juan.silva76@yahoo.com,vietnam,machine learning,120.0,6.0,2018-04-02,4.0,73631.88,1,0
FL00410,fatima rossi,fatima.rossi68@yahoo.com,germany,copywriting,300.0,5.0,2020-08-23,4.4,103766.0,0,0
FL00411,deepak nguyen,deepak.nguyen80@yahoo.com,canada,wordpress,120.0,8.0,2021-08-08,4.2,28138.0,1,0
FL00412,sunita kumar,sunita.kumar78@outlook.com,australia,seo,15.0,8.0,2023-05-30,2.9,75496.0,1,0
FL00413,olga patel,olga.patel1@yahoo.com,brazil,graphic design,25.0,0.0,2017-04-13,4.2,93950.0,0,0
FL00414,sofia sharma,sofia.sharma16@yahoo.com,canada,seo,120.0,2.0,2016-06-04,4.9,76015.0,0,0
FL00415,carlos patel,nan,mexico,wordpress,75.0,1.0,2021-07-15,3.5,19613.0,0,1
FL00416,zara hassan,zara.hassan71@yahoo.com,australia,graphic design,12.0,2.0,2023-04-17,3.1,6121.0,1,0
FL00417,carlos silva,carlos.silva17@yahoo.com,vietnam,seo,120.0,0.0,2015-08-02,4.0,108782.0,0,1
FL00418,ravi kumar,ravi.kumar41@yahoo.com,australia,python,150.0,1.0,2016-06-03,4.2,94074.0,0,0
FL00419,maria brown,maria.brown7@yahoo.com,philippines,ui/ux design,75.0,7.0,2018-07-30,4.1,73631.88,1,0
FL00420,sarah brown,sarah.brown11@gmail.com,australia,copywriting,78.45,1.0,2021-08-06,4.0,73631.88,0,1
FL00421,amara mbeki,amara.mbeki80@yahoo.com,mexico,wordpress,40.0,8.0,2017-06-05,4.6,149477.0,1,0
FL00422,sarah brown,sarah.brown38@yahoo.com,canada,machine learning,25.0,7.32,2015-12-17,4.0,69841.0,0,0
FL00423,olga johansson,olga.johansson11@yahoo.com,india,copywriting,12.0,15.0,2017-06-11,4.5,61493.0,1,0
FL00424,priya brown,priya.brown46@outlook.com,vietnam,copywriting,100.0,7.0,2017-11-20,4.9,109543.0,0,1
FL00425,bjorn müller,bjorn.müller4@gmail.com,ukraine,wordpress,40.0,13.0,2020-04-11,4.2,99810.0,1,0
FL00426,nia johnson,nia.johnson71@outlook.com,uk,graphic design,120.0,2.0,2021-05-04,3.2,77325.0,1,0
FL00427,sergiy johnson,sergiy.johnson47@gmail.com,ukraine,node.js,60.0,3.0,2019-12-28,4.4,107354.0,1,0
FL00428,zara petrov,zara.petrov81@gmail.com,nan,data analysis,40.0,2.0,2020-08-30,4.0,73631.88,1,1
FL00429,deepak okafor,deepak.okafor16@yahoo.com,vietnam,video editing,78.45,11.0,2022-10-25,3.5,76335.0,1,0
FL00430,deepak singh,deepak.singh59@yahoo.com,germany,graphic design,100.0,2.0,2021-08-28,4.3,133728.0,0,1
FL00431,kofi williams,kofi.williams79@yahoo.com,ukraine,graphic design,20.0,1.0,2019-10-30,4.0,37463.0,0,1
FL00432,aarav silva,aarav.silva74@yahoo.com,india,wordpress,12.0,6.0,2015-04-16,2.9,36366.0,1,0
FL00433,chen sharma,chen.sharma59@outlook.com,ukraine,graphic design,78.45,7.0,2018-09-01,4.2,9841.0,1,1
FL00434,juan khan,juan.khan37@gmail.com,nigeria,seo,78.45,8.0,2020-06-07,4.6,110117.0,0,0
FL00435,bjorn garcia,bjorn.garcia63@outlook.com,bangladesh,flutter,40.0,5.0,2017-08-07,3.7,122327.0,1,1
FL00436,kofi silva,kofi.silva38@yahoo.com,uk,machine learning,20.0,15.0,2021-09-27,4.7,14821.0,1,0
FL00437,sofia ahmed,sofia.ahmed79@outlook.com,nan,python,30.0,7.0,2021-01-04,3.3,95421.0,1,1
FL00438,ali petrov,ali.petrov2@gmail.com,germany,node.js,78.45,7.32,2017-06-02,3.8,9354.0,1,0
FL00439,ravi sharma,nan,pakistan,php,150.0,2.0,2020-08-28,4.0,72340.0,1,1
FL00440,michael petrov,michael.petrov90@outlook.com,nigeria,copywriting,50.0,2.0,2021-04-16,4.0,61347.0,0,1
FL00441,sunita johansson,sunita.johansson76@gmail.com,philippines,ui/ux design,20.0,2.0,2016-11-24,4.0,148693.0,0,1
FL00442,ali johnson,ali.johnson72@outlook.com,bangladesh,graphic design,75.0,15.0,2018-08-11,3.1,73631.88,0,0
FL00443,omar singh,omar.singh93@outlook.com,australia,video editing,60.0,13.0,2018-04-30,3.5,55712.0,1,0
FL00444,aarav nguyen,aarav.nguyen1@yahoo.com,mexico,react,20.0,15.0,2019-09-02,4.5,90928.0,1,1
FL00445,fatima hassan,fatima.hassan70@outlook.com,mexico,php,50.0,9.0,2023-08-08,4.0,73176.0,1,1
FL00446,emily sharma,emily.sharma1@yahoo.com,canada,node.js,200.0,7.0,2021-11-23,3.6,101564.0,1,1
FL00447,james brown,james.brown57@yahoo.com,ukraine,video editing,15.0,6.0,2022-12-23,3.7,50565.0,1,0
FL00448,sofia garcia,sofia.garcia33@outlook.com,nan,copywriting,78.45,0.0,2018-09-07,4.4,8476.0,0,1
FL00449,priya müller,priya.müller91@outlook.com,canada,react,60.0,3.0,2015-04-29,3.8,4871.0,1,1
FL00450,maria singh,maria.singh86@gmail.com,pakistan,devops,100.0,11.0,2022-06-14,5.0,1345.0,0,1
FL00451,ravi patel,ravi.patel41@outlook.com,canada,wordpress,150.0,14.0,2016-01-06,3.5,35295.0,0,0
FL00452,kofi williams,kofi.williams38@yahoo.com,philippines,react,100.0,7.0,2018-01-22,4.0,101603.0,0,0
FL00453,emily nguyen,emily.nguyen96@yahoo.com,uk,nan,120.0,9.0,2022-11-05,3.6,9373.0,1,0
